s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
22429,37,General,Dresses,Dresses,1074,White tent,"First off, this runs very large. i'm normally an 8 and sized down to the 6 but probably could have done a 4. it looked like a tent on me. the top part is lovely, i just think the bottom is way to large and not flattering. this one is definitely going back especially with all the white dress options they have out now.",9,2,0
18761,46,General Petite,Tops,Knits,854,Pretty top,"The only reason i gave this top a 4 star, is that it didn't have enough room around the bust area. i'm a d cup, and the front didn't button properly. but for the price i paid (40% off sale price), i have no coplaints.
i would recommend.",0,4,1
3430,35,General,Tops,Blouses,840,"Wide, not as expected, or pictured","Wow this is huge! i'm all for the tent-look with the right style, but this was absurd. i could have fit two of me into the width, and with the peplum style, extra width doesn't flatter anyone. the fabric is also so thin that it doesn't hang nicely, it kind of floats around the body. if you want a wide top, then this is perfect, but if you wanted something that hangs nicely, look elsewhere. i purchased a petite s, my typical size.",0,1,0
4783,34,General,Tops,Knits,867,,"Tried on & bought in-store. so cute & flattering; the picture doesn't do it justice. great neutral piece (more beige than ivory in person). looks cute tied or untied. i'm 5'3"" and 120 lbs and the regular size s fit perfectly (not too snug, not too loose, and just long enough to cover my bum.)",5,4,1
3316,36,General Petite,Bottoms,Skirts,997,Not what it seems,So you're thinking this is a red and black skirt right? nope. it's an obnoxious cherry red netting with cranberry crushed velvet insets overlaid on bright red actual spandex. spandex that shows every wrinkle and panty line. it's really god awful.,42,2,0
22468,39,General,Dresses,Dresses,1083,Runs both large,"I didn't want to get the black carissima because i already own the mona, so when i saw this gorgeous marguerite for sale, i had to bite. the main colors are chocolate brown, copper and rose pink--such a beautiful combination. the hook",1,3,1
21010,49,General,Dresses,Dresses,1094,Beautiful dress,This is beautiful dress with great fit. i agree with other reviewers that the top is small but works well for my small bust size. the fabric is heavy giving the dress a more sophisticated feel.,0,5,1
723,55,General Petite,Tops,Blouses,827,Nice top!,"This top is so cute! it does run big. i am usually a small/med in most tops and i fit a xsmall. i am short waist with a 38c bust. it looks great with white jeans, boyfriend jeans or just shorts. dress it up or down! love it!",1,4,1
13935,22,General,Tops,Blouses,840,,"Ok so this top runs extremely large. for reference,i am a typical medium but i ended up purchasing an extra-small!!! besides the sizing issue, the style is super cute and perfect for any summer occasion whether casual or more formal. i definitely recommend! (ps. beware it does wrinkle easily lol...)",1,4,1
10519,66,General,Bottoms,Skirts,1011,Pays to read reviews,"Based on the two reviews on this skirt and, for the sale price i purchased the small--i 'm usually a large/extra large. i carry my weight in the middle, and this skirt stills works. very sofisticated striping, slimming! i haven't experienced any slipping, but i haven't worn it for any great length of time yet. there are numerous ways to create chic looks.",1,5,1
11143,30,General,Bottoms,Shorts,577,,"This romper is extremely well made and the colors are even more beautiful in person.  however, i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.",5,3,0
20496,59,General,Tops,Knits,873,Unique top,"I loved this top, but had to return because the stiff applique made me look like a linebacker! i wish it could have worked out, because this is a cool top. if this particular design works for you, go for it!",3,4,1
15918,26,General Petite,Bottoms,Pants,1070,Grease leggings,My girlfriend and i both purchased these leggings in grey. we love the color because it goes with so many things.the problem is they do not fit the same. hers ran true to size and mine ran small. i am tempted to reorder another pair to see if they fit differently.,0,3,0
2532,60,General Petite,Tops,Blouses,831,"Very pretty, too blousy","This is a very pretty blouse with a vintage, romantic looking fabric. the tiny pleats near the neck and shoulders are lovely. i love the colors...black, brown, and cream. it's hard to find a top that can be worn well with both black and brown. the long tie adds a romantic feel. this blouse is totally sheer so requires a cami or tank. i actually love the blouse, but returned it because it is super blousy. i am 5'2"", 140 lbs., and the small was fine. it is just so blousy, that even belting it didn",1,5,1
12606,47,General,Tops,Blouses,834,"Calia tunic, yes and no","I bought the calia tunic in blk/wht and in red motif. i love the black and white one. the cut is flattering and stylish. comfortable. you can dress it up or down. all good. 
the red motif is cut differently. the neckline is very low. the shape is different from the black and white one. i am not sure why but i returned it.
neither shirt is as long as the one pictured on the model. i would recommend the black and white one though.",1,4,1
16629,36,General Petite,Tops,Knits,879,Great design,"This is a great top. it does run a bit large but it's intended to be flowing. i got so many compliments the first time i wore the top and its actually quite flattering! great purchase, especially on sale!",0,4,1
9057,53,General,Dresses,Dresses,1078,Almost like raiding audrey hepburn's closet,"First of all a caveat, i am not curvy at all. i am average height but petite in terms of features and bones and such. specifically, i am 5 feet 6 inches tall and about 123 pounds and boyishly shaped with a feminine and timeless style. all this means that i can get overwhelmed by dresses/clothes with a lot of fabric or large prints and such. if you are shaped like me, this dress will be perfect for you! it highlights your advantages (slim and petite) and give you curves (that i wish i had natural",3,5,1
18250,28,General,Dresses,Dresses,1083,Unflattering,"I really love the pattern and the look on the model, and i thought i would love it. i ordered online, so i did not try on in store. when i tried it on, it has way too much fabric around the waist and skirt. it is thick fabric as well, and has a lining, and the waist has extra fabric for the design, and it has pockets, so it all adds up to be way too bulky. it is not flattering at all and made me look 10 pounds heavier. i am returning this dress. sad, because it looks so lovely on the model. i am",0,2,0
9016,38,General,Tops,Blouses,826,"Stunning blouse, but way too voluminous","I'm an xl in retailer tops, but large also fit well in this blouse so you might be able to size down. this blouse is so voluminous i am returning it. i'm full figured and have a short torso, so the large billowy swingy body of this blouse does nothing for my shape. i'm busty and the blouse cascades off of my bustline which makes me look either pregnant or much heavier than i actually am. if you're tall or slender, the extra volume might not be an issue.
.
i really wanted to keep this blouse beca",23,4,1
7144,24,General,Bottoms,Jeans,1037,Great cords!,"At 6' tall, it's hard to find pants that fit my inseam (35"") and these fit the bill. i normally wear a 30 or 31 tall in pants (from brands like ag or paige), but i bought these in a 29 tall as i find pilcro tends to run large. they are soft and comfortable and don't stretch out 3 sizes by the end of the day, which is great. they feel like leggings! the wine color looks just like the images. for those who find measurements helpful, i'm 6' tall, 160lbs with about 42"" hips and a 35"" inseam.",0,5,1
17295,54,General,Tops,Knits,886,Super cute,"Really cute version of a sweatshirt. fits true to size through the shoulders and bust line; however, since i am larger in the bust area than the hip, the lower half of the top looks slightly large on my body. the sweatshirt is cut very straight, so it would probably flatter a person with a pear or straight shape. the inside material of the sweatshirt is a little rough; however, the appliquÃ£Â© design makes this shirt a keeper.",2,4,1
20945,61,General,Tops,Knits,860,Who was the petite fit model for this?,"I wanted to love this so much that i ordered in both a mp and sp. both have gone back. i'm petite and curvy - particularly on top. i wear petites 90% of the time. this didn't fit like a petite - it was cut like full size in every way - particularly the arm holes and length. when the mp didn't fit (i always start trying on in the larger size), i thought - well surely the small will be better. i considered keeping because i would wear it with jackets over it, then decided that was crazy. disappoin",5,2,0
21678,43,General Petite,Tops,Knits,872,Love this shirt!,"I bought this shirt at the store and after going home and trying it on, i promptly went online and ordered two more! i've gotten multiple compliments anytime i wear any of them. great for looking put together with no fuss. 
people that have commented there's were destroyed in the wash didn't read the care label which says dry clean.",0,5,1
19747,22,General,Tops,Knits,863,Simple and feminine,I saw this shirt on a friend and had to buy it right away! it has the comfort of a regular tee but the frills at the bottom give it that retailer look! true to size.,0,5,1
18714,40,General Petite,Dresses,Dresses,1083,Gorgeous dress!!,"I bought this for a wedding i will attend 10 months from now. when i saw this dress on sale, i just need to get it! it was simply gorgeous!!! it fitted so well. it makes one feel so special. i like the addition of the belt.",0,5,1
19156,48,General Petite,Tops,Sweaters,941,Unique sweater like summer top!,"I fell in love with this piece the moment i saw it. unfort they were out of the s, so i went with a medium. fortunately for me, this piece runs true to size and so while slightly large, i will still keep it. the material is sturdy and of good quality, the buttons are large and noticeable and the ties by the shoulder are not flimsy. great piece!",0,4,1
232,36,General Petite,Bottoms,Pants,1047,Fraying after 2 wears!,"I loved these pants.they are so comfortable. however, after just wearing them twice, the threads of the leaves are fraying, and leaving lint on whatever i sit on. the leaves at the seat of the pants are now slowly disappearing. this after wearing twice to work! i imagine after a few more wears that the leaves at the seat of the pants will be close to gone, or at least much less ""white"" with threads then the rest of the places. this is super unfortunate and will be returning. too bad, they were l",3,3,0
4153,60,General,Tops,Knits,868,Fantastic top,Purchased this top in the store on sale. love the material. very soft and comfortable. love the black and white combination. i am petite so the top is a great length on me. i can see that if you are tall it might be to short.,0,5,1
15394,47,General Petite,Tops,Knits,860,"Nice top, awful fabric","The top fits nice, but after one wear (didn't even washed it) the fabric was all fuzzy. would not recommend it.",1,2,0
313,47,General,Tops,Blouses,829,"Good for weekends, not for work","This top's subtle golden shimmer from the metallic thread used in the detailing is really nice. flattering, a bit special, all in all nice. but the white is see through, and the green somehow reads much more casual, at least to me. so a good top for times when your top being sheer isn't such a big deal but probably not for the office.",16,4,1
2436,24,General,Tops,Blouses,834,Romantic peasant top,"I bought this top in the black motif and it is easily one of my new go to tops. can wear it to brunch, work, and happy hours, it always looks good! such a great buy.",0,5,1
4622,55,General Petite,Dresses,Dresses,1080,Fabulous,I ordered this dress for my daughter. she wore it to a wedding and it was beautiful. looks just as it does in photo. fabric is a nice weight and hangs great. my daughter had her hair done and look right out of an retailer catalog. well made true to size beautiful dress!!!!!!!,0,5,1
13985,36,General Petite,Dresses,Dresses,1094,,Super cute well made dress. runs very small. order at least two times your typical size.,1,3,1
4720,49,General Petite,Dresses,Dresses,1092,Disappointing,"I had been looking at this dress on-line hoping for a pop-back and when i went into my local store today there were two on the rack and one was my size. i found the colors and print a bit blah (i felt like it could use a little detail for the price...bead detail or embroidery) in real life and i didn't love the fabric, in my opinion it is a bit too stiff and doesn't drape particularly well. things got worse in the dressing room...it was a disaster on me. i'm busty and while the top fit, because",2,2,0
21729,42,General,Dresses,Dresses,1081,"Beautiful dress, fits horribly","I purchased this and another eva franco dress during retailer's recent 20% off sale. i was looking for dresses that were work appropriate, but that would also transition well to happy hour or date night. they both seemed to be just what i was looking for. i ordered a 4 regular and a 6 regular, as i am usually in between sizes. the 4 was definitely too small. the 6 fit, technically, but was very ill fitting. not only is the dress itself short, but it is very short-waisted. i am only 5'3"", but it fe",3,2,0
17604,62,General,Tops,Blouses,820,Gorgeous details!,"This shirt is amazing! the soft fabric, detailed embroidery, and gorgeous little beads/sequins..all fabulous quality and make this piece worth the price. i love the length and cut of this too - not boxy, yet not too tight or fitted; just covers my bum. can be dressed up or down.",0,5,1
17050,50,General,Dresses,Dresses,1094,Great fabric and detail,"Since several reviews said that this dress ran small online, i decided to go to my local retailer store to try this on in person. i am 5""6"", 120 lbs. and normally a 0 or 2. the 2 worked perfectly. i loved the red version online but thought the green was better for me in person (the red is a tomato red and was more overpowering on my fair skin). the green also has light blue in the detail print so maybe good if you have blue eyes. no problems with the zippers on the ones i tried at the store.",0,4,1
2388,48,General,Tops,Knits,863,Super soft!,"These shirts are fantastic; lightweight sleeves for summer wear. i go back and forth between xs and small, (i have broad shoulders) and ordered one of each. i like both. the shirt has give so the xs is fine but the variation in size gives the two shirts very different looks.

the color is fantastic and true to the photos! not always the case with online purchasing so i loved that.",0,5,1
11027,64,General Petite,Tops,Knits,868,,"I love this top!! very comfortable and versatile!!
i will be purchasing the top in all the other colors!!",0,4,1
17280,46,General Petite,Tops,Knits,862,Soft and comfy,"I bought this to give room for an expanding tummy - i'm 6 months pregnant and this completely conceals the bulge.  i suspect i will appreciate that in the spring when i'm actually trying to hide my leftover belly... it's incredibly soft and the top is wide enough to cover a bra strap.  the arm holes are small enough to cover my parts but large enough to be comfy.  i'm 5'5"", medium build and normally wear a medium but got a large given my circumstances.  a medium would have probably worked normal",0,5,1
22658,41,General,Tops,Sweaters,939,Disapppointing,"Loved the idea of this - unfortunately, it disappointed all around. it's way too short and ran small. the fuzzy collar was also different than pictured in the stock photo and looked a bit tacky and cheap. the pricepoint is also way off the mark for this piece. usually an retailer small (5""7"" 140 lbs 32dd) but ordered a medium (small would not have fit in this piece). do not recommend.",10,2,0
3693,27,General,Bottoms,Skirts,996,Needs alterations,"Let me start by saying this skirt is beautiful quality. it is a stretchy material which makes it very comfy. i ordered a large because i am a size 8 (sometimes 10) in jeans. but - i get the waist taken in on almost every pair of jeans i have ever owned. my tailor calls me ""kim k"" lol. i was hoping i wouldn't have that same problem with this skirt but the waist is enormous (but fits my hips, thighs, and booty like a dream). i'm hoping a tailor can have the waist taken in. if i didn't have a small",1,4,1
9004,38,General Petite,Dresses,Dresses,1080,"Beautiful dress, poor zipper choice","This is a beautiful dress. the lace top is stunning! the fit is true to size, and there's no stretch. i had the same problem as other reviewers... that darn zipper. it's so small and gets hung up easily. i could see it eventually failing in the future.",1,3,1
5585,37,General,Dresses,Dresses,1078,Beautiful dress!,"I specifically bought this dress for my bridal shower and loved it! i'm small on top and have hips that don't lie. i purchased the size 2 petite. the waist portion of the dress came up a little higher which was ok since it fell at a small part of my waist. the length was just above my knee, which i prefer. the dress has a nude lining which compliments my tan skin tone. i wore a regular nude bra that didn't show beneath the liner. i received many compliments and would highly recommend it. 

the",6,5,1
20233,19,General,Dresses,Dresses,1104,,"I have a different perspective than the other reviewers. the fabric is thin - and silky -perfect for summer! it is a pleasant change from other items in my summer closet. i bought the small, which i typically wear. it can easily be dressed up with heels and down with flat sandals. finally, it has pockets!!!!",0,5,1
14682,30,General,Dresses,Dresses,1078,Cute but arrived dirty,"Cute dress- flattering and seems to be well made. however, when i received it it seemed that it had been worn. the bottom was all dirty and it had a white mark at the top. called and rep said they would send new dress if i send first back, so hopefully that gets here quickly and in good shape. the other dress i place with my order hasn't even shipped and the rep couldn't tell me when/if it would.",0,3,1
7447,20,General,Bottoms,Pants,1059,"Great, comfortable pants","The pants were true to size in the waist but they were a touch long for my 5'5"" 120 lbs frame (i got a size 0). they did stretch out a little during the day (i wore them about 10 hours), but not nearly as much as the other reviews led me to believe. however, they were a little loose on my legs when i first put them on, which i liked.",0,4,1
8924,31,General,Tops,Knits,878,Super soft,This shirt is super soft and comfortable! luckily it's a good length and not at all short!,0,5,1
13281,34,General Petite,Dresses,Dresses,1088,Drapes on a woman's body beautifully,"I saw this in the sales section today and was drawn to it by the color and style. i really didn't think it'd fit on me, even though the only size available was a size 12, because it looked like a sheath-type dress that's more body hugging, and usually such dresses just don't work well on my wider hips and hourglass frame. howeverl here's what i thought:
_____________
pros:
- beautiful blush pink. it looks exactly the same in person as online.
- very comfortable as the other reviewer mentioned. t",0,5,1
22992,37,General,Bottoms,Skirts,1009,Absolutely stunning!,"I got this in an xs as the s sold out before i could purchase. i can still zip it at 27.5/28"" but would be more comfortable at say 26"". i'm almost 5'5"" and with 3"" heels it skims the floor perfectly. i'm so obsessed with the weight and texture! it is full and fabulous! i'll just need to slim down a tad so i can be comfortable at my sister-in-laws wedding next month. 
i wore a very fitted tank and it works perfectly! photographs well and feels very red carpet worthy.",1,5,1
17636,41,General,Tops,Blouses,850,Wearing this blouse right now,It feels weightless and is so feminine. great for layering or on its own. so happy i purchased it - know i will get tons of use out of it.,0,5,1
6365,66,General,Tops,Knits,868,Love love,"This top is fabulous! so comfy and the lace at the top is just right. it does run a little big but drapes so well it looks fine...i got the plum but tempted to get the ivory,,,especially at the sale price! a steal...",0,5,1
20372,56,General,Tops,Blouses,830,Cute summer top!,"I bought this at the store today and it's the perfect summer top! i'm not going to pull it off my shoulders, so it's a little shorter than shown here. but it goes great with capris and skinny jeans and i plan to take it with me to italy. it will go with so many things! very well made, thickish material.",3,5,1
6281,29,General Petite,Dresses,Dresses,1080,Loved the dress but didn't fit me right,"This dress was absolutely beautiful in person, but it didn't end up working out for me. i wear a 10, the 10 fit, but i have a 34g chest and because of that the waistline didn't sit low enough - it was just below my bust instead of at my natural waist. i really wanted this to work and think it would be great for the right person. seemed tts. love the detailing!",7,4,1
14995,51,General Petite,Dresses,Dresses,1081,"Short dress, but great theory","I love this dress, but it is inches shorter than the description says or shows. i am only 5'7 and it is 2 to 3 inches above my knee. otherwise, it is a loose fit and hides all problem areas.",0,3,1
21708,31,General,Tops,Blouses,819,Average overall,"First off, this shirt is a hd in paris brand, not floreat. i love floreat clothing so that is why i initially bought this blouse. i like the idea and the coloring of the shirt. the biggest drawback for me was that it is completely see through. i just bring myself to get a strapless cami just to wear this one top. please change brand name.",4,3,0
15225,32,General Petite,Dresses,Dresses,1081,Pockets stick out on the sides,"What the picture doesn't show, is that there are pockets on the side seams that do add a bit to the hip area. also, the dress runs very large, in my opinion. i ordered a medium (my usual size) and everything was loose. i am going to exchange it for a small and hope the proportions stay the same because it's very pretty.

it is very boxy, and kind of nightgown looking when it's big, so if you wouldn't want it to cling a bit this might not be a good dress. the fabric is gorgeous and soft, but be a",29,4,1
7692,29,General Petite,Dresses,Dresses,1089,Meh,"The details on this dress were pretty, but it was super poofy and i felt like it made me look bigger than i am. maybe if you have a straight body and want to create curves this would work for that, but not great on an hourglass/pear shaped figure. fits tts.",1,3,1
610,34,General,Dresses,Dresses,1081,"Nice, but not for me","This is a very nice dress. the jersey is soft and high quality. the construction appears solid. the color is very pretty, and looks in real life just like it does on my computer. the cut and draping just don't work for me. there's just too much draping, too much fabric. it overwhelmed me and made me look bigger than i am. i have a feeling this would be much more flattering on a curvier figure than my own. this dress seemed to be trying to accentuate curves i don't really have (especially in the",4,4,1
18512,56,General Petite,Bottoms,Skirts,1014,Lovely multi-season skirt,"This skirt arrived today and i love it. the fabric is substantial and can be worn in the fall and maybe even on a mild california winter day. i plan on wearing it with tights and/or boots. the fabric will go with a variety of colored tops and sweaters. it's not ""pull on styling"". it has a side zipper. fits true to size, but is longer on me than the model, but then i am pretty short. got this on sale!!",1,5,1
6263,34,General,Tops,Knits,881,Very soft and pretty,"I am 5'1'' and most normal size retailer tops are too big on the armpits and neckline for me.
i don't usually go for peplum, but i was drawn to this top bc it was very soft. when i tried it on, everything fit just perfect and length was also right for me. i like slight stretch of this fabric which hugs body nicely. i would say you should get a size that fits nicely on chest area.",1,5,1
19695,37,General,Tops,Blouses,831,Adore! fancy!,"I love this top, it is a very soft material and it looks very classy.. i have worn it with a skirt for work and skinny jeans. i have a bigger bust and i wear a small, it is true to size. very classy!!",1,5,1
6604,35,General,Tops,Fine gauge,895,"Fits strange, flimsy material","I was worried about this item when i ordered it because of how it looks in the picture, but i had wishful thinking. i should have gone with my gut! this shirt does not have the same quality as all my other retailer purchases. it is see-through and flimsy. the bottom is just like the picture, it hangs in an odd rumpled way. the top is very flattering though, so it's a shame! if the bottom fit nicer like their other products i could have gotten away with wearing a cami under it to make up for the qu",0,2,0
7251,57,General,Tops,Knits,873,Sweet little jacket,"I love the color and textures of this jacket.
the shawl color adds interest while being cozy and fun. wish it ran a tad longer. otherwise a great mix and match piece.",3,4,1
12487,56,General Petite,Tops,Fine gauge,903,Flattering and lightweight duster,"I bought this lightweight duster in the cream color. it runs a little large through the shoulders so i sized down from my usual l to a size m. its very flattering on, and made with natural fibers such as cotton and linen. i wear this unbuttoned with a tank top, cropped jeans, and sandals.",21,5,1
2742,38,General Petite,Dresses,Dresses,1077,Cute dress size down,"I'm usually a 6 in dresses and the 6 here fit okay. loose but still flattering a little long for a sundress. i was unhappy with it looking a little frumpy and being so loose under the arms all my bras showed . i took it back to the store and after reading the reviews here decided to try the smaller sizes...well multiple dresses later i ended up buying a size 2 petite!!! and i'm 5'9"". the 2 reg and petite still had the loose gathering look to the top but both fit much better under the arms so tha",6,3,1
9958,51,General,Bottoms,Pants,1059,Another winner,Can't go wrong with these new charlie's by cartonnier. they fit amazingly. the fabric is a textured cotton but doesn't seem to wrinkle. just shook them out of the bag yesterday. the fabric description says cotton and spandex so they have some give (just a little) but are not going to stretch out after wearing for an hour. paired it with all sorts of different tops. side zip is slimming. lined pockets. substantial fabric. nothing bad to say. if you haven't tried a pair of charlies you should. you,5,5,1
6094,37,General,Tops,Knits,868,So cute,I love the off the shoulder trend but don't like having to wear a strapless bra so this style caught my eye. it is cute and different and people compliment me on it. swingy but flattering and i got the turquoise but i like it so much i just ordered another one in the black and white stripe.,0,5,1
11650,45,General Petite,Tops,Knits,865,Stunning top!,"I read the other reviews and from the picture it looked as though it may be a little short, so i ordered up to a large. the medium would have fit, but since i'm in my mid-40's i felt more comfortable with large. but if you are trim and young or young at heart your usual medium will be fine. live the material and the navy makes it classy and rich looking. can be dressed up or down. have worn it to a cocktail party fundraiser with blue crop pants and received many compliments. i'm always challenge",1,5,1
14242,34,General Petite,Dresses,Dresses,1078,,This dress is great! i purchased the navy colorway. it is really soft and the fabric flows nicely. i was lucky enough to snag this on sale so i couldn't beat the price. i like the buttons on the sleeves. it adds just a cute special touch. i'm 5'3 and this hits me right at the knee.,0,5,1
10685,54,General Petite,Bottoms,Skirts,988,Gorgeous skirt,Absolutely gorgeous shirt. the quality is outstanding! only problem is that it is too small. i am usually a perfect size 6 and this will not zip. returning for a size 8. you won't regret buying it!,0,4,1
14739,56,General,Tops,Knits,863,Simple and cute,"I bought this in the white and it is super cute. more fitted at top, slightly belled at bottom and thankfully not see through",0,4,1
19343,62,General Petite,Tops,Knits,862,Snap neck pullover,"I love this top. i ordered it in a large thinking it would be a tight rib but it is not so i reordered it in a small. i am 5'7"" 145lbs 34g chest. the small fits perfectly and probably could have taken an xs. it is stretchy but fits wonderfully. i bought the black. i love how the neck snaps and adds a little pizzazz to a simple black turtle neck. i'm wearing it today with straight leg jeans and my leopard print ballet flats. i feel like audrey hepburn!! i will not be dry cleaning it. i will wash",4,5,1
14907,51,General Petite,Bottoms,Pants,1068,,"These pants are adorable as pajamas or maybe something very casual to wear to the beach, but they honestly do not seem like something that a grown woman would wear in public. they are good quality and fit nicely, but i feel like if you're over 20, they're not really flattering or especially appropriate.",2,3,1
23406,21,General,Dresses,Dresses,1094,For the slim figure,"Such quality went in to this dress - it is beautiful. the torso is lined and the tulle is not super poofy at the waist. it is, however, not made for the busty gal. i am a 32 dd, the fabric comes in at the arm pits making for narrow coverage around the chest. also this dress is short waisted, it is almost an empire on me. i wish it worked, as it is lovely. perhaps it will work on the someone super thin? so sad about it!",36,3,1
813,39,General Petite,Bottoms,Pants,1066,Nice but stil la tad long in eptite,"Iordered hte petite after trying the rregualr size in the store, and i will have to wear heels with the pants... or get them hemmed... the color choices are all great, i wanted navy, but i have a pair of grey ones that look similar, so i deciced on the netural if my size is stil lavaialble in yellow at sale time, i will be grabbing those as well.

i went with 25, my typical size lately (115 lbs)",13,5,1
8998,46,General,Tops,Blouses,828,,Beautiful pattern and shape! however i had to send it back! it is extremely see through and ran very small! i even sized up and it still pulled in the bust area! maybe someone with a smaller bust might fit them better!,4,3,0
14178,24,General,Dresses,Dresses,1077,Comfortable and classy,"Hack: wrap the sash around waist twice and tie in back!! agreed with other reviewers it is a bit sack like when the sash tied in front as seen on model. but wrap twice, and it makes the silhouette pop. fabric is rediculously lush, and pattern is very sophisticated. stunning dress, will be wearing all summer -- with flats for work, with heels for evening. oop, my usual size, fits perfectly (5'4, 110 lbs).",4,4,1
9905,51,General,Dresses,Dresses,1104,Not for the busty,"Nice fabric, very versatile but the knit top and style accentuates your bust. probably not an issue for most but if your a d or up it's more attention than you may want.",0,3,0
4296,22,General,Dresses,Dresses,1078,,"Absolutely adore this dress and plan onwearing it to a wedding. it is so well made and luxurious, i feel amazing in it! even more gorgeous in person",2,5,1
18300,20,General,Bottoms,Pants,1049,Flattering and versatile,"I purchased this early in summer and have worn it a lot. you can dress it up or down, and since it's comfortable you will want to wear it a lot. i can wear it for everything from walking the dog to going out to dinner.. i bought 2 jumpsuits this summer and this is by far my favorite. the fit is flattering, fitted but not tight and the self-tie belt gives your waist definition so the overall look is hourglass. i am tall and i normally take an xs or s. i went with the s to ensure that it was long",0,5,1
9105,66,General,Tops,Knits,867,Festoon tee,True to size and lovely colors. bought this for my granddaughter and she loved it.,0,5,1
18607,32,General,Tops,Knits,865,Flowy and soft,"Exactly what i needed post pregnancy. this top is very comfortable with a drape that hides my tummy. the back hits that perfect spot where it looks great, but still hides a normal bra.",0,4,1
15410,39,General,Tops,Blouses,850,,It's not a bad concept but i wished for more. i wish this tunic was a: different material as it was wrinkley and drop-waist design instead of at the waist. too bad. i wanted to love it but it will go back.,6,2,0
508,45,General,Bottoms,Jeans,1025,Perfect skinny jean,"I'm in love. the cut, fit, and fabric of this jean have made it my favorite, everyday pair. they're mostly rayon, followed by equal parts polyester and cotton with a touch of spandex thrown in: the right combination for fit, softness, and durability. these hold their shape well, so i don't have to wash them every other time i wear them. the ankle length hits me at the top of my ankle bone. perfect. i'm 5'6"", 125 pounds. ordered size 27.",1,5,1
9864,33,General Petite,Dresses,Dresses,1081,Great dress,"I love, love, love this brand. these people know how to cut and construct a dress. i'm apple-shaped and have trouble finding fitted dresses that flatter me, but this one makes me look curvy and hides my flaws. the pattern lays perfectly and will make you look great. the fabric is high-quality and fully-lined. it's perfect for work or for going out. i love that it's black and bronze-y, because i can wear it with black or brown accessories. i'm generally between a l/xl in retailer and the l fits wel",0,5,1
10123,39,General,Tops,Knits,869,Green is a gorgeous color,"I purchased this in the green color, and in person it does have a little bit of blue in it so it's a very flattering color. the blouse has a simple shape but the details are what makes this an interesting piece. it looks as good under a suit as it does with jeans and a leather jacket. fits tts.",0,5,1
22675,49,General,Dresses,Dresses,1075,Beautiful dress,"Fell in love with this dress when i saw it. beautiful design and flow. although it needs an underskirt, because it is a see through. also it is a bit tight on the chest section. i haven't wore it yet, so more to come..",0,4,1
10003,35,General,Dresses,Dresses,1081,So flattering,I am in between sizes (and styles) after having a baby. this dress looks great on my curvy figure and enhances my look with the cinching of the belt and the detail of the flutter sleeves. perfect length and really fits well. i am very happy with it!,0,5,1
22460,34,General Petite,Tops,Blouses,818,Just didn't work for me,"This top does look as pictured, the sleeves hit me the same and the size was true... i just didn't like it... it was shorter than i wanted in length and i just didn't feel like this top was worth the price so it's going back. i feel like i have had shirts with this texture and over time, they just didn't wear as well so i was afraid with 3 kids it wouldn't be a good idea. i paired it with a blazer and it looked great, but on it's on, i don't know, just not for me. for reference, i am 5'8'' 128lb",2,4,0
4934,34,General,Jackets,Outerwear,1115,More gorgeous than functional,"This coat is absolutely beautiful - an instant stunner. the style is very classy and timeless. it is definitely more of a lightweight coat than true cold weather wear. yes, it does run large, but that is the cozy look of it. it is not meant to be form-fitting. my one gripe is that - especially at the price point - if it's not going to be especially warm, it should at least be otherwise functional. the coat i received has pockets cut on the outside, but they are sewn shut. a coat without pockets?",5,3,0
21170,63,General,Tops,Blouses,824,Color and buttons,The buttons on the side give this top style. great color and fabric make it perfect paired with denim.,2,4,1
18084,34,General,Tops,Blouses,840,Runs big,"This is a cute top but it runs pretty big. order a size down. the material is like a thick gauze almost, so i'd definitely wear a tank under.",2,2,0
14931,59,General Petite,Tops,Blouses,850,Perfect for summer,"I purchased this top in white. it is see through so i wear a tank or cami underneath. i usually wear xs or s in retailer tops and in this one, i purchased the xs, but wish i had bought a s. the problem is the top is just small enough to pull slightly between the top two buttons. for reference, i am 5'6, weigh 128 lbs, 34b bra size, 28 jean size, and small boned. i currently carry most of my weight in my hips and waist. my normal weight is 110-112 lbs and i add this to point out that i am out of sh",1,5,1
25,72,General,Dresses,Dresses,1094,Perfect for irish fest and beyond!,"I bought this dress for its green color and flowy design to wear at an irish fest held in the hot summer. it's perfect! being of irish descent with red hair and fair skin, i love all shades of green, and this green dress is no exception. the color is lovely and eye-catching and cool. as to the sizing, i usually wear a size 8, but to make sure due to the design, i ordered an 8 and a 6. there wasn't a great difference between the two dresses, but the size 6 top was a bit more fitted and looked bet",0,5,1
12459,51,General,Bottoms,Pants,1053,Stitching falls apart,"I thought these were gorgeous and was going to buy them although the price was a bit high. in fact, two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however, as we were looking at the items, we noticed that both the green and the blue both had several small holes in them due to stitching quality, as the previous reviewer noted. therefore, none of us purchased the pants.

the staff at the store were very helpful",5,1,0
